Address,Latitude,Longitude,Type
leghar station,9.011797,38.750386,"establishment,gas_station,point_of_interest"
kaznanchis efoy piza,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
kazanchis total,9.016298,38.767855,"establishment,lodging,point_of_interest"
kategna bole,9.0194736,38.8138691,"establishment,food,point_of_interest,restaurant"
hesben hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
haile garment,8.9378987,38.7355345,"establishment,point_of_interest"
gottera condominium,8.9847827,38.7557975,"establishment,point_of_interest"
gion hotel,9.013381,38.7610321,"establishment,lodging,point_of_interest"
gerji emperial,9.0041383,38.7974453,"establishment,lodging,point_of_interest"
fresh corne gerji,8.9945807,38.811661,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
ferho berr,9.0107027,38.7423547,"establishment,food,point_of_interest"
ECA elile,9.01475,38.7642074,"establishment,finance,point_of_interest"
ECA  ,9.01475,38.7642074,"establishment,finance,point_of_interest"
cutare embassy,9.0305289,38.788079,"embassy,establishment,point_of_interest"
civil ercie,9.0231499,38.832285,"establishment,point_of_interest,university"
chichina adis alemayew school,9.0364311,38.7724812,"establishment,point_of_interest,school"
bole tena tabiya,9.0644658,38.7470332,"establishment,health,point_of_interest"
bole sheger,8.9987784,38.7852989,premise
bole brass,8.9900395,38.7935202,"establishment,hospital,point_of_interest"
bole arabesa,8.9760393,38.8900422,"establishment,point_of_interest"
bole aiport,8.9800689,38.7989319,"airport,establishment,point_of_interest"
beza building,8.9939157,38.7901792,premise
bashale ,9.0199096,38.8245823,"establishment,lodging,point_of_interest"
awararis hotel,9.0099976,38.7879752,"establishment,lodging,point_of_interest"
ambaye,9.021325,38.857925,"establishment,general_contractor,point_of_interest"
ambasader hotel,8.9920334,38.7882155,"establishment,lodging,point_of_interest"
alem cienma,8.9900319,38.7849083,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
aiport,8.9800689,38.7989319,"airport,establishment,point_of_interest"
24 yeneiw ,9.000669,38.761277,"establishment,point_of_interest,school"
torhayloch,9.0095722,38.7206376,"bus_station,establishment,point_of_interest,transit_station"
summit safari,9.0073597,38.8590302,"establishment,lodging,point_of_interest"
summit ,9.0027996,38.8528952,"establishment,place_of_worship,point_of_interest"
stadium lalebela restaurant,9.0130655,38.756779,"establishment,point_of_interest,stadium"
stadium  ,9.0130655,38.756779,"establishment,point_of_interest,stadium"
solete hotel,9.0234667,38.8257587,"establishment,lodging,point_of_interest"
shola ,9.0202084,38.8101751,"establishment,light_rail_station,point_of_interest,transit_station"
shola,9.0202084,38.8101751,"establishment,light_rail_station,point_of_interest,transit_station"
saries dama hotel,8.9520379,38.7611639,"establishment,lodging,point_of_interest"
ruwanda,8.9876357,38.7771485,route
rebcca building,9.0155921,38.7847956,premise
piaya hager fikir,9.0378882,38.7545706,"establishment,point_of_interest"
omo travell,8.984612,38.782379,"establishment,point_of_interest,travel_agency"
nazra htoel,8.9932355,38.7664011,"establishment,lodging,point_of_interest"
mosaic ,8.9958467,38.7845492,"establishment,lodging,point_of_interest"
mosaic,8.9958467,38.7845492,"establishment,lodging,point_of_interest"
monark hotel,8.9946281,38.7855226,"establishment,lodging,point_of_interest"
mekanisa jepsem school,8.996519,38.727623,"establishment,point_of_interest"
megnagna beluu hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
lemat bank kazanchis,9.016704,38.7642368,"bank,establishment,finance,point_of_interest"
kotebe,9.0309397,38.8323109,"neighborhood,political"
kings hotel,8.9980406,38.7398127,"establishment,lodging,point_of_interest"
kazanchis gusto,9.0139496,38.7695294,"establishment,food,point_of_interest,restaurant"
jupiter hotel,9.0162482,38.7684143,"establishment,lodging,point_of_interest"
jalmeda,9.0399796,38.7726467,"establishment,point_of_interest"
inter continental,8.9806034,38.7577605,"locality,political"
home dep fendeka,8.9896323,38.7234736,"establishment,home_goods_store,point_of_interest,store"
haile garment ,8.9378987,38.7355345,"establishment,point_of_interest"
gurd shola tele,9.0177958,38.8159694,"neighborhood,political"
global htoel,8.9934481,38.7597643,"establishment,lodging,point_of_interest"
gerji  ,9.0062194,38.8231602,"neighborhood,political"
felwha,9.0181273,38.7579241,"establishment,lodging,point_of_interest"
exibition center,9.0093015,38.7621006,"establishment,point_of_interest,shopping_mall"
drem liner,8.9951333,38.7670022,"bar,establishment,lodging,point_of_interest"
dembel investoment commision,9.0064066,38.7673858,"establishment,point_of_interest"
debrezeyt pramid hotel,8.7666667,38.9833333,"establishment,lodging,point_of_interest"
cup cake,8.9955635,38.7854397,"cafe,establishment,food,point_of_interest"
cherkos,9.0024496,38.7629949,"political,sublocality,sublocality_level_1"
bole michael ,8.9828212,38.7737929,"establishment,point_of_interest"
blue sappim,9.0001579,38.7833704,"establishment,lodging,point_of_interest"
balderas hotel,9.028504,38.7844597,"establishment,lodging,point_of_interest"
awarey,9.0270324,38.7688831,"neighborhood,political"
atlas 3 days,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
ammerica medical center,9.031014,38.8516106,"establishment,hospital,point_of_interest"
ambassader,8.9920334,38.7882155,"establishment,lodging,point_of_interest"
 kazanchis,9.0165737,38.7760791,"neighborhood,political"
yolly bulding,9.0051509,38.7805521,"establishment,lodging,point_of_interest"
yeshi buna,9.0098598,38.7810007,"cafe,establishment,food,point_of_interest,restaurant,store"
viya viya,9.0017305,38.7825141,"establishment,food,point_of_interest,restaurant"
tilla gym,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
snap plaza,8.9898014,38.7876308,"establishment,point_of_interest,shopping_mall"
showa supermarket,9.0216574,38.8321128,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
sheraton,9.018495,38.76496,"establishment,lodging,point_of_interest"
riperblic club,9.0100532,38.7807546,"establishment,night_club,point_of_interest"
republic club,9.0100532,38.7807546,"establishment,night_club,point_of_interest"
repubic,9.031519,38.7324324,route
lideta,9.0063465,38.7315822,"political,sublocality,sublocality_level_1"
kotebe ,9.0309397,38.8323109,"neighborhood,political"
kaya,8.994474,38.785369,"establishment,food,point_of_interest,restaurant"
illussion,9.0178947,38.7541562,"establishment,night_club,point_of_interest"
golagol,9.0155525,38.7871168,premise
getum comercial,9.0023505,38.7694194,"establishment,point_of_interest"
gelani coffe,9.0067602,38.8177381,"cafe,establishment,food,point_of_interest,store"
effoi,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
edna addis hotel,8.9973888,38.7867701,"establishment,point_of_interest,shopping_mall"
domestic ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
capital hotel,9.013292,38.779928,"establishment,lodging,point_of_interest"
boston,8.9907495,38.7837711,"establishment,point_of_interest,spa"
bosotn ,8.9907495,38.7837711,"establishment,point_of_interest,spa"
bolle bulbula,8.9754484,38.7721541,"neighborhood,political"
bole tehe,8.9800689,38.7989319,"airport,establishment,point_of_interest"
bole boston,8.9907495,38.7837711,"establishment,point_of_interest,spa"
bole AV club,8.9941267,38.7848812,"establishment,night_club,point_of_interest"
ayat 21,9.0156295,38.7692511,"establishment,point_of_interest,premise"
awraris,9.0099976,38.7879752,"establishment,lodging,point_of_interest"
AV club,8.9941267,38.7848812,"establishment,night_club,point_of_interest"
ashu sigabet,8.9806034,38.7577605,"establishment,food,point_of_interest,restaurant"
ambassader hotel,8.9920334,38.7882155,"establishment,lodging,point_of_interest"
5 total mobil silassie,8.9800689,38.7989319,"airport,establishment,point_of_interest"
24 mosque,9.0330252,38.7410731,"establishment,mosque,place_of_worship,point_of_interest"
22 gebreal hospita,9.0136265,38.8377981,"establishment,hospital,point_of_interest"
02 kotebe,9.0346116,38.8292838,"establishment,point_of_interest"
 golf club,9.0036248,38.7217626,"establishment,point_of_interest"
zola caf_,8.997967,38.7857405,"cafe,establishment,food,point_of_interest"
yodiy abissinisa,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
vatican embassy,8.9886199,38.7362266,"embassy,establishment,point_of_interest"
tsehayt piyasa,9.0216495,38.8534498,"establishment,point_of_interest,real_estate_agency"
total ,9.0480858,38.7272519,"establishment,gas_station,point_of_interest"
summit america hospital,40.7236596,-111.8543933,"establishment,insurance_agency,point_of_interest"
stadium ,9.0130655,38.756779,"establishment,point_of_interest,stadium"
sidama,8.9939542,38.7781352,"establishment,lodging,point_of_interest"
shoa,8.9961176,38.772316,"establishment,point_of_interest,shopping_mall"
sheger ,8.9196225,38.7629131,premise
saries abo condominium,8.9451405,38.7706822,"church,establishment,place_of_worship,point_of_interest"
salite ,9.0189375,38.8285409,"church,establishment,place_of_worship,point_of_interest"
safari,9.0323684,38.7502293,"establishment,point_of_interest"
safar summit,9.0073597,38.8590302,"establishment,lodging,point_of_interest"
repeblic,8.9806034,38.7577605,"locality,political"
redwan,8.9984697,38.7864804,premise
piyasa hager fekir,9.0378882,38.7545706,"establishment,point_of_interest"
piassa arada,9.0371838,38.7551432,"neighborhood,political"
nazra hotel,8.9932355,38.7664011,"establishment,lodging,point_of_interest"
morning star,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
meskel flower ,8.9957193,38.7666632,route
meri cmc school of tommorow,9.010325,38.7907138,"establishment,point_of_interest"
mekanissa ,8.988343,38.7315822,"neighborhood,political"
mekanissa,8.988343,38.7315822,"neighborhood,political"
mechare condominium,9.0063465,38.7315822,"establishment,lodging,point_of_interest"
lebu barnero,8.9479918,38.7283719,"establishment,point_of_interest"
lamberet ,9.021525,38.8123503,"bank,establishment,finance,point_of_interest"
kera mesged,8.9880661,38.7915738,route
kazanchis neb international hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
jemo ,8.9581465,38.7119416,"neighborhood,political"
imigration,9.0221167,38.7507261,"establishment,point_of_interest"
hibir,8.9912453,38.7841415,"establishment,food,point_of_interest,restaurant"
hayt hospitla,8.9944346,38.7952916,"establishment,hospital,point_of_interest"
gurd shola neged ,8.9962233,38.7882364,route
genfle ,9.020992,38.803216,"establishment,point_of_interest"
fumda embassy,8.9987652,38.7413628,"embassy,establishment,point_of_interest"
fresh corner ,9.0194522,38.8161488,"establishment,food,grocery_or_supermarket,point_of_interest,store"
flweha,9.0181273,38.7579241,"establishment,lodging,point_of_interest"
fendika ,9.019046,38.770218,"establishment,point_of_interest"
eva hotel,8.9983154,38.7849746,"establishment,lodging,point_of_interest"
estifanos,9.0121519,38.7635674,"church,establishment,place_of_worship,point_of_interest,premise"
enbilita hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
emperial hotel,8.9923288,38.7877679,"establishment,lodging,point_of_interest"
elilly,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
eillily,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
DH geda,8.9896428,38.7865512,"establishment,point_of_interest,shopping_mall"
dem getu commercial,9.0023505,38.7694194,"establishment,point_of_interest"
cmc michael,9.0230248,38.8403703,"church,establishment,place_of_worship,point_of_interest"
china embassy,9.01052,38.71306,"embassy,establishment,point_of_interest"
bosotn spa,8.9907495,38.7837711,"establishment,point_of_interest,spa"
bole getu commercial,9.0023505,38.7694194,"establishment,point_of_interest"
bole gabone embassy,8.992742,38.7849442,"embassy,establishment,point_of_interest"
bole friend bost,8.9907495,38.7837711,"establishment,point_of_interest,spa"
azeman hotel,9.0010642,38.7827377,"establishment,lodging,point_of_interest"
axum hotel,9.0152619,38.7839642,"establishment,lodging,point_of_interest"
arsho hospital,9.0335304,38.7552454,"establishment,health,point_of_interest"
alem cinima,8.9900319,38.7849083,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
airport ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
24 mesged,8.9880661,38.7915738,route
24 federar hotel ,8.995529,38.787224,"establishment,lodging,point_of_interest"
22 mulmul,8.9923129,38.7267315,"bakery,establishment,food,point_of_interest,store"
yod abysinia,8.9967992,38.7317707,"establishment,food,point_of_interest,restaurant"
yigo cherch,13.5323372,144.8861946,"church,establishment,place_of_worship,point_of_interest"
yesh buna,9.0098558,38.7712482,"cafe,establishment,food,point_of_interest,restaurant,store"
vell verde,8.9861726,38.7629571,"establishment,food,point_of_interest,restaurant"
turke embassy,8.9971033,38.7767306,"embassy,establishment,point_of_interest"
TK building bole,8.9884189,38.7914701,"establishment,point_of_interest,shopping_mall"
tikur anbessa ,9.0201489,38.7495809,"establishment,hospital,point_of_interest"
sumale embassy,8.9872109,38.7784013,"embassy,establishment,point_of_interest"
somali embassy,8.9872109,38.7784013,"embassy,establishment,point_of_interest"
selam cinima,11.6403368,78.1510215,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
saphari,9.0001579,38.7833704,"establishment,lodging,point_of_interest"
safari dera school,9.0364311,38.7724812,"establishment,point_of_interest,school"
replican,9.031519,38.7324324,route
radiosn bulu,9.016298,38.767855,"establishment,lodging,point_of_interest"
monarch,8.9946281,38.7855226,"establishment,lodging,point_of_interest"
marriyot,9.010417,38.765156,"establishment,lodging,point_of_interest"
luffansa,9.0071812,38.7764292,"establishment,point_of_interest,travel_agency"
hayat  ,8.9944346,38.7952916,"establishment,hospital,point_of_interest"
gulele paulos hospital,9.0177958,38.8159694,"neighborhood,political"
gofa gebreal ,8.9764312,38.7528529,"church,establishment,place_of_worship,point_of_interest,premise"
gerji condominium,8.9953646,38.8096758,"establishment,point_of_interest"
gebreal hospital,9.0136265,38.8377981,"establishment,hospital,point_of_interest"
